company_id,company_name,industry,company_size,region,plan_tier,seats_licensed,mrr,signup_date,is_churned,churn_month
CUST_0251,Stellar Solutions,BFSI,SMB,South,Pro,37,24081,2023-09-01,0,
CUST_0252,Crest Networks,Manufacturing,SMB,West,Pro,45,29224,2023-10-01,1,2024-11-01
CUST_0253,Zenith Networks,BFSI,SMB,North,Basic,49,14638,2024-05-01,0,
CUST_0254,Crest Systems,Healthcare,Enterprise,South,Pro,383,221250,2024-03-01,0,
CUST_0255,Apex Networks,IT Services,Enterprise,East,Pro,372,249108,2025-01-01,0,
CUST_0256,Quanta Pvt Ltd,IT Services,Enterprise,East,Enterprise,468,519857,2024-02-01,0,
CUST_0257,Lotus Solutions,Logistics,SMB,North,Basic,41,12466,2023-12-01,1,2024-06-01
CUST_0258,Bharat Systems,EdTech,Mid,North,Enterprise,77,92078,2024-12-01,0,
CUST_0259,Bharat Enterprises,Manufacturing,Mid,East,Pro,53,32420,2023-08-01,0,
CUST_0260,Acme Retail,EdTech,SMB,West,Pro,25,16087,2023-04-01,1,2024-10-01
CUST_0261,Stellar Enterprises,Healthcare,Enterprise,West,Enterprise,210,275822,2023-03-01,0,
CUST_0262,Sankalp Enterprises,Logistics,SMB,North,Pro,35,23095,2024-03-01,0,
CUST_0263,Echo0 Labs,Logistics,SMB,West,Pro,20,13231,2023-07-01,0,
CUST_0264,Orbit Systems,Manufacturing,SMB,South,Pro,13,8703,2023-04-01,1,2024-06-01
CUST_0265,Drift Technologies,BFSI,Mid,East,Basic,199,53733,2024-02-01,0,
CUST_0266,Drift Retail,IT Services,SMB,West,Pro,23,12161,2024-12-01,0,
CUST_0267,Prime Logistics,IT Services,Mid,West,Pro,132,67864,2024-08-01,0,
CUST_0268,Echo0 Retail,IT Services,SMB,East,Enterprise,39,42726,2023-05-01,0,
CUST_0269,Indus Enterprises,Healthcare,Mid,South,Pro,196,102166,2024-04-01,0,
CUST_0270,Vega Systems,BFSI,Mid,South,Pro,195,116865,2024-04-01,0,
CUST_0271,Bright Solutions,EdTech,Mid,North,Pro,153,94217,2024-09-01,1,2024-12-01
CUST_0272,Lotus Logistics,Manufacturing,Mid,East,Enterprise,144,161035,2024-06-01,0,
CUST_0273,Drift Technologies,Manufacturing,SMB,South,Pro,35,23154,2023-06-01,1,2024-05-01
CUST_0274,Crest Logistics,Retail,Enterprise,West,Enterprise,270,280244,2023-08-01,0,
CUST_0275,Drift Pvt Ltd,Retail,Mid,West,Basic,120,33032,2024-01-01,0,
CUST_0276,Apex Industries,Healthcare,SMB,South,Basic,33,9253,2023-08-01,0,
CUST_0277,Vertex Enterprises,Manufacturing,SMB,West,Basic,25,7339,2024-02-01,0,
CUST_0278,Nova Solutions,Retail,SMB,East,Pro,29,17723,2024-10-01,0,
CUST_0279,Vega Industries,Manufacturing,SMB,South,Basic,24,7553,2024-09-01,0,
CUST_0280,Crest Labs,EdTech,Mid,East,Pro,170,109063,2024-10-01,0,
CUST_0281,Bharat Enterprises,Manufacturing,SMB,North,Basic,33,9331,2024-10-01,1,2025-01-01
CUST_0282,Acme Technologies,Manufacturing,SMB,North,Basic,13,3418,2024-11-01,0,
CUST_0283,Zenith Systems,IT Services,Enterprise,South,Pro,243,154890,2024-06-01,0,
CUST_0284,Zenith Networks,Logistics,Mid,West,Basic,124,42173,2024-05-01,0,
CUST_0285,Vertex Networks,EdTech,SMB,West,Basic,48,12509,2023-09-01,1,2024-04-01
CUST_0286,Nova Retail,IT Services,Mid,East,Pro,99,55098,2024-09-01,0,
CUST_0287,Stellar Pvt Ltd,Logistics,SMB,West,Pro,30,16172,2024-03-01,0,
CUST_0288,Bharat Technologies,Logistics,Mid,West,Basic,116,34423,2023-09-01,0,
CUST_0289,Orbit Logistics,EdTech,Mid,West,Enterprise,73,84457,2024-08-01,0,
CUST_0290,Orbit Labs,BFSI,SMB,North,Basic,17,5548,2023-05-01,0,
CUST_0291,Bharat Solutions,BFSI,SMB,West,Basic,49,14468,2023-07-01,0,
CUST_0292,Acme Technologies,BFSI,Enterprise,West,Enterprise,459,496081,2023-07-01,0,
CUST_0293,Vertex Systems,EdTech,SMB,West,Pro,41,22032,2023-05-01,0,
CUST_0294,Lotus Solutions,Healthcare,SMB,West,Basic,20,6840,2024-02-01,0,
CUST_0295,Apex Technologies,Healthcare,Enterprise,North,Enterprise,423,451229,2023-06-01,1,2024-04-01
CUST_0296,Drift Systems,Logistics,Mid,South,Pro,176,120599,2023-10-01,0,
CUST_0297,Stellar Labs,Logistics,Mid,South,Pro,171,112499,2024-01-01,0,
CUST_0298,Acme Labs,EdTech,Mid,West,Basic,80,25526,2025-01-01,0,
CUST_0299,Prime Labs,Healthcare,Enterprise,East,Enterprise,275,341971,2024-11-01,0,
CUST_0300,Zenith Solutions,EdTech,Mid,West,Pro,141,75114,2024-05-01,0,
CUST_0301,Quanta Industries,BFSI,SMB,West,Basic,48,15070,2023-02-01,1,2024-02-01
CUST_0302,Apex Enterprises,Manufacturing,Mid,North,Enterprise,54,59269,2024-04-01,0,
CUST_0303,Apex Solutions,EdTech,Mid,North,Enterprise,192,211928,2023-10-01,0,
CUST_0304,Sankalp Systems,IT Services,Enterprise,West,Enterprise,419,444121,2025-01-01,0,
CUST_0305,Prime Enterprises,IT Services,SMB,South,Basic,44,14397,2024-09-01,0,
CUST_0306,Apex Networks,EdTech,Enterprise,North,Enterprise,350,393819,2024-08-01,0,
CUST_0307,Echo0 Retail,IT Services,Mid,West,Pro,121,73889,2024-12-01,0,
CUST_0308,Acme Pvt Ltd,Healthcare,Mid,North,Basic,111,30935,2023-10-01,0,
CUST_0309,Nova Retail,Healthcare,Mid,West,Pro,103,58090,2023-10-01,0,
CUST_0310,Onyx Technologies,IT Services,Enterprise,West,Enterprise,325,435899,2024-12-01,0,
CUST_0311,Orbit Retail,Manufacturing,Mid,East,Enterprise,114,139810,2024-10-01,0,
CUST_0312,Zenith Pvt Ltd,Retail,SMB,West,Pro,18,11348,2024-06-01,0,
CUST_0313,Stellar Logistics,Logistics,Mid,West,Enterprise,126,149586,2024-04-01,0,
CUST_0314,Nova Industries,BFSI,SMB,West,Pro,49,28917,2024-08-01,0,
CUST_0315,Zenith Pvt Ltd,Logistics,SMB,East,Pro,31,21226,2024-01-01,0,
CUST_0316,Crest Technologies,Manufacturing,Mid,West,Pro,51,29746,2024-11-01,0,
CUST_0317,Lotus Technologies,EdTech,Mid,West,Basic,77,21553,2023-02-01,0,
CUST_0318,Prime Technologies,IT Services,SMB,West,Basic,29,8743,2023-07-01,1,2023-10-01
CUST_0319,Bright Systems,IT Services,SMB,North,Basic,42,13743,2024-06-01,0,
CUST_0320,Echo0 Industries,BFSI,SMB,North,Basic,46,15117,2024-10-01,0,
CUST_0321,Lotus Technologies,Healthcare,SMB,East,Basic,20,5911,2024-03-01,1,2024-11-01
CUST_0322,Acme Networks,BFSI,SMB,West,Pro,17,9460,2024-05-01,0,
CUST_0323,Vega Industries,Retail,Mid,East,Enterprise,58,59203,2024-02-01,0,
CUST_0324,Crest Labs,EdTech,Enterprise,East,Pro,346,200365,2023-05-01,0,
CUST_0325,Vega Enterprises,BFSI,SMB,South,Pro,29,16900,2024-08-01,1,2024-10-01
CUST_0326,Bright Solutions,EdTech,Mid,South,Pro,155,103826,2024-02-01,0,
CUST_0327,Zenith Systems,EdTech,SMB,West,Pro,48,30735,2024-10-01,0,
CUST_0328,Indus Technologies,BFSI,Enterprise,North,Basic,458,134186,2023-04-01,0,
CUST_0329,Vertex Labs,IT Services,SMB,East,Basic,46,14042,2024-12-01,0,
CUST_0330,Bharat Solutions,EdTech,SMB,East,Basic,44,13368,2023-07-01,0,
CUST_0331,Nova Technologies,BFSI,Enterprise,South,Enterprise,241,273484,2024-05-01,0,
CUST_0332,Acme Retail,EdTech,SMB,North,Pro,46,23830,2023-02-01,0,
CUST_0333,Prime Technologies,IT Services,Mid,West,Pro,196,111976,2023-12-01,0,
CUST_0334,Prime Solutions,Manufacturing,Mid,South,Pro,166,101383,2023-05-01,0,
CUST_0335,Indus Networks,EdTech,SMB,South,Enterprise,12,13899,2024-03-01,0,
CUST_0336,Bright Labs,EdTech,SMB,East,Basic,24,6400,2023-06-01,0,
CUST_0337,Vega Retail,Retail,SMB,North,Pro,27,18552,2024-02-01,0,
CUST_0338,Lotus Solutions,Manufacturing,Enterprise,South,Enterprise,478,514085,2024-06-01,0,
CUST_0339,Echo0 Networks,Retail,SMB,North,Basic,32,9030,2024-02-01,1,2024-07-01
CUST_0340,Acme Pvt Ltd,Manufacturing,SMB,East,Enterprise,30,36623,2024-08-01,0,
CUST_0341,Apex Solutions,IT Services,SMB,North,Basic,43,12519,2024-06-01,0,
CUST_0342,Prime Labs,Healthcare,Mid,South,Pro,69,40097,2023-06-01,1,2024-11-01
CUST_0343,Vega Systems,Manufacturing,SMB,South,Pro,36,23039,2024-02-01,0,
CUST_0344,Bharat Systems,Retail,Mid,East,Enterprise,55,61560,2024-03-01,0,
CUST_0345,Vertex Technologies,IT Services,SMB,West,Basic,41,11571,2023-05-01,0,
CUST_0346,Prime Logistics,Manufacturing,SMB,South,Basic,36,10775,2024-07-01,0,
CUST_0347,Pulse Logistics,BFSI,SMB,North,Pro,37,23961,2023-05-01,0,
CUST_0348,Echo0 Systems,EdTech,SMB,East,Pro,26,14656,2023-09-01,0,
CUST_0349,Indus Logistics,IT Services,SMB,South,Pro,40,25890,2024-11-01,0,
CUST_0350,Apex Pvt Ltd,IT Services,SMB,North,Basic,30,9821,2025-01-01,0,
CUST_0351,Pulse Industries,EdTech,Mid,North,Pro,69,47543,2023-09-01,1,2023-12-01
CUST_0352,Quanta Labs,Healthcare,SMB,West,Pro,46,24642,2023-09-01,0,
CUST_0353,Stellar Solutions,IT Services,Mid,South,Enterprise,51,63285,2023-09-01,1,2024-03-01
CUST_0354,Apex Solutions,Manufacturing,SMB,North,Basic,39,11019,2023-09-01,0,
CUST_0355,Zenith Networks,Healthcare,SMB,West,Basic,47,12310,2024-12-01,0,
CUST_0356,Zenith Industries,EdTech,SMB,West,Basic,11,3203,2024-04-01,0,
CUST_0357,Acme Technologies,Retail,SMB,South,Basic,36,11069,2023-08-01,0,
CUST_0358,Prime Industries,BFSI,Enterprise,West,Pro,221,129263,2024-11-01,0,
CUST_0359,Crest Solutions,Healthcare,SMB,South,Pro,19,11586,2024-09-01,0,
CUST_0360,Quanta Solutions,Healthcare,Mid,East,Pro,129,77868,2024-02-01,0,
CUST_0361,Stellar Technologies,BFSI,SMB,North,Basic,43,13401,2023-12-01,0,
CUST_0362,Prime Industries,Logistics,SMB,West,Basic,38,10634,2023-07-01,0,
CUST_0363,Acme Logistics,Retail,SMB,East,Pro,14,7348,2023-12-01,1,2024-06-01
CUST_0364,Prime Systems,Healthcare,Enterprise,East,Enterprise,300,407842,2024-08-01,0,
CUST_0365,Bright Industries,Manufacturing,SMB,North,Basic,32,9276,2025-01-01,0,
CUST_0366,Nova Enterprises,IT Services,Enterprise,North,Enterprise,301,389486,2024-06-01,0,
CUST_0367,Orbit Systems,BFSI,SMB,West,Pro,28,19317,2024-06-01,1,2024-12-01
CUST_0368,Pulse Enterprises,Manufacturing,Enterprise,South,Enterprise,346,448928,2023-10-01,0,
CUST_0369,Vertex Systems,IT Services,Mid,North,Enterprise,150,164447,2023-10-01,0,
CUST_0370,Quanta Industries,Healthcare,Mid,South,Pro,137,77152,2025-01-01,0,
CUST_0371,Acme Retail,Manufacturing,Mid,West,Pro,120,69734,2023-09-01,0,
CUST_0372,Bharat Labs,Logistics,SMB,South,Basic,22,5830,2023-11-01,1,2024-12-01
CUST_0373,Sankalp Networks,EdTech,SMB,North,Basic,47,12066,2023-05-01,1,2023-10-01
CUST_0374,Indus Enterprises,Healthcare,Mid,South,Pro,152,93802,2025-01-01,0,
CUST_0375,Prime Pvt Ltd,Healthcare,Mid,South,Pro,115,74671,2024-04-01,0,
CUST_0376,Zenith Labs,IT Services,Enterprise,East,Pro,381,220547,2023-10-01,0,
CUST_0377,Bharat Labs,Healthcare,SMB,North,Pro,34,20509,2024-09-01,1,2024-12-01
CUST_0378,Acme Industries,Retail,Enterprise,West,Enterprise,311,378458,2023-09-01,0,
CUST_0379,Zenith Solutions,Healthcare,SMB,North,Basic,31,10414,2023-10-01,0,
CUST_0380,Drift Solutions,EdTech,Mid,East,Enterprise,54,73406,2023-06-01,0,
CUST_0381,Pulse Networks,Retail,Mid,South,Pro,72,39640,2024-01-01,0,
CUST_0382,Quanta Retail,BFSI,Mid,East,Pro,95,65236,2023-09-01,1,2024-03-01
CUST_0383,Vega Enterprises,IT Services,Mid,South,Pro,115,77641,2025-01-01,0,
CUST_0384,Acme Solutions,IT Services,Mid,East,Basic,164,51132,2023-12-01,0,
CUST_0385,Vertex Systems,IT Services,Mid,South,Enterprise,111,151673,2023-07-01,1,2023-10-01
CUST_0386,Quanta Technologies,Retail,Mid,West,Pro,96,49718,2023-07-01,0,
CUST_0387,Stellar Retail,EdTech,Enterprise,West,Enterprise,250,276777,2023-07-01,0,
CUST_0388,Orbit Enterprises,Logistics,Enterprise,East,Enterprise,387,474088,2023-12-01,0,
CUST_0389,Bharat Logistics,Manufacturing,SMB,East,Pro,47,32270,2023-05-01,1,2024-03-01
CUST_0390,Zenith Industries,Manufacturing,SMB,South,Enterprise,26,31400,2023-03-01,0,
CUST_0391,Pulse Technologies,EdTech,SMB,West,Basic,41,11311,2023-12-01,1,2024-08-01
CUST_0392,Bright Retail,Manufacturing,Mid,West,Enterprise,136,168246,2023-06-01,1,2023-10-01
CUST_0393,Zenith Industries,EdTech,Enterprise,South,Enterprise,455,500476,2023-09-01,0,
CUST_0394,Nova Enterprises,IT Services,SMB,West,Basic,38,11955,2023-11-01,0,
CUST_0395,Prime Logistics,Healthcare,Enterprise,West,Enterprise,234,242463,2023-08-01,0,
CUST_0396,Prime Solutions,Manufacturing,Mid,West,Enterprise,149,182936,2024-03-01,0,
CUST_0397,Lotus Retail,Healthcare,SMB,East,Basic,36,11925,2023-02-01,1,2023-07-01
CUST_0398,Zenith Pvt Ltd,Manufacturing,Mid,North,Basic,91,23499,2024-06-01,0,
CUST_0399,Apex Networks,EdTech,Enterprise,East,Enterprise,397,485450,2024-10-01,0,
CUST_0400,Orbit Labs,IT Services,SMB,West,Pro,16,10885,2023-09-01,0,
CUST_0401,Stellar Logistics,BFSI,Mid,South,Pro,134,73276,2023-09-01,1,2024-10-01
CUST_0402,Acme Logistics,BFSI,SMB,West,Basic,36,12228,2023-06-01,0,
CUST_0403,Prime Industries,Manufacturing,Mid,West,Pro,74,48726,2023-03-01,0,
CUST_0404,Vertex Labs,Retail,SMB,South,Basic,14,4258,2023-10-01,0,
CUST_0405,Echo0 Systems,BFSI,SMB,West,Basic,48,13553,2023-04-01,0,
CUST_0406,Orbit Industries,Logistics,Enterprise,South,Enterprise,238,297649,2023-10-01,1,2024-07-01
CUST_0407,Vega Systems,Healthcare,Enterprise,East,Pro,225,125743,2024-05-01,0,
CUST_0408,Onyx Industries,BFSI,SMB,South,Basic,31,9552,2024-06-01,0,
CUST_0409,Prime Retail,Healthcare,Mid,East,Pro,59,36763,2024-11-01,0,
CUST_0410,Nova Technologies,Retail,Mid,East,Pro,199,129455,2024-08-01,0,
CUST_0411,Acme Industries,Logistics,Mid,East,Basic,154,40631,2023-07-01,0,
CUST_0412,Lotus Systems,IT Services,Enterprise,West,Basic,281,72967,2023-10-01,0,
CUST_0413,Vega Industries,Retail,Enterprise,North,Pro,203,131472,2024-05-01,0,
CUST_0414,Crest Technologies,EdTech,SMB,East,Basic,24,6956,2023-05-01,1,2023-11-01
CUST_0415,Nova Pvt Ltd,EdTech,Mid,North,Pro,128,87634,2024-12-01,0,
CUST_0416,Acme Labs,EdTech,Mid,West,Pro,171,103853,2024-10-01,0,
CUST_0417,Bharat Networks,Retail,Enterprise,West,Enterprise,213,272041,2024-08-01,0,
CUST_0418,Quanta Industries,IT Services,Mid,West,Enterprise,52,65633,2023-06-01,0,
CUST_0419,Drift Pvt Ltd,Healthcare,Enterprise,North,Enterprise,314,422704,2024-07-01,0,
CUST_0420,Prime Systems,Retail,Mid,North,Pro,176,95824,2024-01-01,0,
CUST_0421,Crest Enterprises,EdTech,Mid,South,Pro,128,70973,2023-02-01,0,
CUST_0422,Lotus Retail,IT Services,SMB,East,Basic,11,3182,2023-02-01,0,
CUST_0423,Drift Pvt Ltd,Logistics,Mid,East,Enterprise,64,83372,2025-01-01,0,
CUST_0424,Zenith Systems,Logistics,SMB,North,Basic,17,5128,2024-06-01,0,
CUST_0425,Prime Technologies,Healthcare,Enterprise,East,Enterprise,369,469973,2023-10-01,0,
CUST_0426,Bright Systems,IT Services,SMB,South,Basic,19,6110,2023-03-01,1,2024-03-01
CUST_0427,Stellar Systems,Healthcare,Mid,West,Basic,89,30108,2024-09-01,0,
CUST_0428,Apex Systems,BFSI,SMB,East,Pro,44,24557,2023-03-01,1,2023-05-01
CUST_0429,Zenith Retail,Retail,Mid,East,Pro,146,82683,2023-05-01,1,2024-02-01
CUST_0430,Onyx Labs,EdTech,SMB,West,Pro,19,10418,2024-08-01,0,
CUST_0431,Prime Retail,BFSI,Mid,North,Pro,148,76825,2023-02-01,0,
CUST_0432,Sankalp Networks,IT Services,Mid,West,Enterprise,133,154765,2024-02-01,0,
CUST_0433,Drift Labs,BFSI,Mid,North,Basic,124,36458,2023-04-01,0,
CUST_0434,Prime Enterprises,Retail,SMB,South,Pro,24,14454,2024-08-01,0,
CUST_0435,Vega Technologies,Retail,Mid,South,Basic,89,29723,2024-09-01,0,
CUST_0436,Acme Solutions,IT Services,SMB,West,Basic,43,12741,2023-04-01,1,2024-12-01
CUST_0437,Sankalp Logistics,Logistics,SMB,South,Pro,27,17769,2024-02-01,0,
CUST_0438,Bright Technologies,Retail,Mid,North,Enterprise,170,191239,2024-03-01,0,
CUST_0439,Orbit Enterprises,Logistics,Mid,West,Pro,139,92537,2023-02-01,0,
CUST_0440,Quanta Retail,Logistics,Mid,West,Pro,52,28844,2023-07-01,0,
CUST_0441,Indus Networks,Retail,SMB,North,Basic,24,7901,2024-11-01,0,
CUST_0442,Vega Technologies,BFSI,SMB,East,Basic,16,4787,2023-05-01,1,2024-11-01
CUST_0443,Prime Networks,Healthcare,SMB,North,Pro,10,5301,2023-06-01,0,
CUST_0444,Orbit Technologies,Healthcare,Mid,West,Enterprise,159,187720,2023-05-01,0,
CUST_0445,Lotus Industries,IT Services,SMB,West,Basic,32,10298,2024-09-01,0,
CUST_0446,Pulse Technologies,Retail,Mid,North,Pro,183,105004,2023-11-01,0,
CUST_0447,Stellar Systems,Manufacturing,Enterprise,South,Enterprise,206,247432,2024-11-01,0,
CUST_0448,Stellar Labs,BFSI,Enterprise,North,Enterprise,276,355876,2024-11-01,0,
CUST_0449,Quanta Labs,Logistics,Mid,North,Pro,166,88172,2024-06-01,1,2024-09-01
CUST_0450,Indus Networks,EdTech,Mid,South,Pro,68,41306,2024-06-01,1,2024-11-01
CUST_0451,Sankalp Industries,BFSI,SMB,East,Basic,45,12333,2023-12-01,0,
CUST_0452,Quanta Enterprises,BFSI,SMB,North,Basic,28,9028,2025-01-01,0,
CUST_0453,Acme Solutions,Logistics,SMB,East,Pro,28,16355,2023-11-01,1,2024-04-01
CUST_0454,Onyx Technologies,Manufacturing,Mid,West,Pro,179,108447,2024-02-01,0,
CUST_0455,Lotus Labs,Logistics,Enterprise,North,Pro,495,314113,2023-08-01,0,
CUST_0456,Prime Enterprises,EdTech,Mid,North,Pro,108,63230,2024-06-01,0,
CUST_0457,Stellar Pvt Ltd,Retail,SMB,North,Pro,38,24090,2024-05-01,1,2025-01-01
CUST_0458,Stellar Industries,IT Services,Mid,North,Pro,130,69280,2024-11-01,0,
CUST_0459,Sankalp Enterprises,Logistics,SMB,East,Basic,11,3284,2023-12-01,1,2024-12-01
CUST_0460,Vega Enterprises,Healthcare,SMB,East,Basic,11,3673,2024-01-01,1,2025-01-01
CUST_0461,Drift Networks,Manufacturing,SMB,East,Basic,27,8838,2024-04-01,0,
CUST_0462,Drift Networks,BFSI,SMB,East,Basic,23,6007,2023-05-01,1,2024-03-01
CUST_0463,Zenith Pvt Ltd,BFSI,Enterprise,West,Enterprise,435,575608,2023-10-01,0,
CUST_0464,Lotus Industries,Logistics,SMB,West,Basic,17,5173,2024-05-01,1,2024-09-01
CUST_0465,Stellar Systems,Manufacturing,SMB,South,Basic,46,14682,2023-08-01,1,2023-10-01
CUST_0466,Bright Labs,Manufacturing,Enterprise,South,Enterprise,415,488014,2023-05-01,0,
CUST_0467,Onyx Pvt Ltd,EdTech,Mid,North,Pro,126,80507,2024-11-01,0,
CUST_0468,Indus Technologies,Logistics,SMB,South,Basic,11,3703,2024-01-01,1,2024-04-01
CUST_0469,Vertex Enterprises,BFSI,SMB,East,Basic,35,11944,2024-06-01,0,
CUST_0470,Sankalp Retail,BFSI,Enterprise,South,Pro,422,255381,2024-10-01,0,
CUST_0471,Vertex Pvt Ltd,Healthcare,SMB,South,Pro,24,14233,2024-12-01,0,
CUST_0472,Vertex Labs,EdTech,Mid,East,Pro,78,46294,2024-11-01,0,
CUST_0473,Sankalp Pvt Ltd,BFSI,Mid,North,Enterprise,170,221366,2025-01-01,0,
CUST_0474,Acme Systems,Manufacturing,SMB,West,Pro,22,14565,2023-12-01,0,
CUST_0475,Apex Logistics,BFSI,Enterprise,East,Enterprise,227,258232,2023-11-01,0,
CUST_0476,Echo0 Systems,EdTech,SMB,South,Basic,22,5654,2024-10-01,1,2024-12-01
CUST_0477,Crest Technologies,Healthcare,SMB,West,Basic,44,11287,2025-01-01,0,
CUST_0478,Echo0 Enterprises,Healthcare,SMB,North,Pro,44,25725,2023-11-01,0,
CUST_0479,Drift Logistics,BFSI,Mid,West,Pro,69,43975,2023-12-01,1,2024-04-01
CUST_0480,Echo0 Labs,Healthcare,SMB,South,Basic,43,13007,2023-06-01,1,2024-01-01
CUST_0481,Indus Solutions,EdTech,Mid,East,Pro,163,110707,2024-03-01,0,
CUST_0482,Stellar Systems,Logistics,Enterprise,South,Pro,275,165017,2023-10-01,0,
CUST_0483,Crest Technologies,Manufacturing,SMB,South,Basic,16,4338,2024-01-01,1,2024-03-01
CUST_0484,Vega Pvt Ltd,IT Services,SMB,West,Pro,29,14920,2023-12-01,0,
CUST_0485,Lotus Solutions,Manufacturing,Enterprise,North,Enterprise,331,451243,2024-02-01,0,
CUST_0486,Quanta Systems,Healthcare,SMB,West,Basic,45,14474,2024-01-01,1,2025-01-01
CUST_0487,Onyx Industries,Manufacturing,SMB,East,Basic,35,10836,2024-09-01,1,2024-11-01
CUST_0488,Apex Logistics,Healthcare,Enterprise,North,Enterprise,355,398717,2023-10-01,0,
CUST_0489,Sankalp Retail,Healthcare,Enterprise,East,Enterprise,439,545605,2024-04-01,0,
CUST_0490,Sankalp Solutions,Logistics,SMB,East,Pro,21,13932,2024-08-01,0,
CUST_0491,Bright Retail,BFSI,SMB,North,Basic,43,11178,2025-01-01,0,
CUST_0492,Bharat Pvt Ltd,BFSI,Mid,West,Enterprise,87,119050,2023-09-01,0,
CUST_0493,Pulse Technologies,Healthcare,SMB,North,Basic,17,4366,2023-11-01,0,
CUST_0494,Vertex Pvt Ltd,BFSI,SMB,West,Basic,45,14751,2024-07-01,0,
CUST_0495,Orbit Systems,Logistics,SMB,West,Pro,11,7009,2024-03-01,1,2024-07-01
CUST_0496,Prime Technologies,BFSI,SMB,East,Pro,33,18455,2024-12-01,0,
CUST_0497,Crest Logistics,Healthcare,SMB,West,Basic,43,13770,2024-05-01,0,
CUST_0498,Lotus Technologies,Retail,Mid,West,Pro,156,94667,2023-08-01,0,
CUST_0499,Bharat Systems,EdTech,SMB,West,Basic,36,10705,2023-10-01,1,2024-03-01
CUST_0500,Nova Enterprises,IT Services,SMB,West,Pro,44,23416,2023-08-01,1,2024-09-01
